Farmer_ID,Name,Age,Gender,Education_Level,Marital_Status,Household_Size,Offfarm_Income,Region,State,Has_Bank_Account,Owns_Smartphone,Uses_Mobile_Money
FARMER_04742,Crystal Burns,68,Female,3,Married,6,0,North West,Jigawa,Yes,Yes,Yes
FARMER_04743,Thomas Murphy,34,Male,12,Married,6,137000,South East,Abia,No,No,No
FARMER_04744,Dana Turner,32,Female,16,Widowed,2,487000,South East,Enugu,Yes,No,No
FARMER_04745,Jonathan Johnson,44,Male,12,Divorced,5,253000,North East,Yobe,No,No,No
FARMER_04746,Rebecca Jones,64,Female,16,Married,4,0,North West,Kano,No,Yes,Yes
FARMER_04747,Elizabeth Ward,66,Female,9,Widowed,6,120000,North East,Borno,Yes,Yes,Yes
FARMER_04748,Renee George,26,Female,6,Married,2,139000,North East,Borno,Yes,No,No
FARMER_04749,Kayla Davidson,61,Female,0,Married,10,37000,South South,Akwa Ibom,No,No,No
FARMER_04750,Michael White,40,Male,0,Married,8,0,North Central,Benue,Yes,Yes,Yes
FARMER_04751,Dennis Cardenas,40,Male,6,Divorced,1,0,North West,Jigawa,No,No,No
FARMER_04752,Lisa Kennedy,61,Female,12,Married,9,194000,North East,Borno,No,Yes,No
FARMER_04753,Jillian Smith,24,Female,6,Married,2,0,South West,Osun,Yes,Yes,No
FARMER_04754,Christina Larson,56,Female,0,Widowed,1,53000,North West,Katsina,No,Yes,No
FARMER_04755,Matthew Joseph,49,Male,18,Married,4,446000,North Central,Kogi,No,No,No
FARMER_04756,Adam Keller,55,Male,18,Married,3,371000,North West,Sokoto,Yes,Yes,Yes
FARMER_04757,Chelsea Vazquez,22,Female,12,Married,3,118000,South South,Cross River,Yes,No,No
FARMER_04758,Janet Lee,61,Female,6,Widowed,5,117000,North Central,Plateau,Yes,Yes,Yes
FARMER_04759,Sharon Padilla,38,Female,12,Married,7,0,North East,Bauchi,No,No,No
FARMER_04760,Diane Hayes,49,Female,6,Married,9,0,South East,Abia,Yes,No,No
FARMER_04761,Jeffrey White,42,Male,6,Married,5,0,North West,Jigawa,No,No,No
FARMER_04762,Michael Mcdaniel,50,Male,14,Married,7,396000,North East,Bauchi,No,No,No
FARMER_04763,Kelly Byrd,48,Female,6,Married,3,0,South West,Ondo,Yes,No,No
FARMER_04764,William Bryant,68,Male,14,Married,7,0,South South,Edo,Yes,Yes,Yes
FARMER_04765,Tiffany Griffith,32,Female,6,Widowed,4,0,North Central,Kogi,Yes,Yes,Yes
FARMER_04766,Brian Scott,46,Male,14,Widowed,5,0,North West,Kaduna,No,No,No
FARMER_04767,Melanie Roman,56,Female,6,Single,3,0,North Central,Niger,No,Yes,Yes
FARMER_04768,Mr. Matthew Jones PhD,61,Male,12,Married,10,104000,North Central,Plateau,No,Yes,Yes
FARMER_04769,Jonathan Hopkins,42,Male,0,Widowed,6,0,South East,Enugu,Yes,Yes,Yes
FARMER_04770,David Jordan,52,Male,18,Married,6,0,North Central,Kogi,No,No,No
FARMER_04771,Carol Cruz,41,Female,6,Single,4,0,North Central,Nasarawa,Yes,No,No
FARMER_04772,Karen Pierce,45,Female,3,Widowed,3,0,North East,Taraba,No,Yes,Yes
FARMER_04773,Jonathan Miles,48,Male,0,Widowed,4,0,North East,Gombe,No,No,No
FARMER_04774,Jennifer Rodriguez,31,Female,0,Widowed,1,0,South West,Oyo,Yes,Yes,No
FARMER_04775,Colton Silva,49,Male,0,Married,5,0,South West,Osun,No,Yes,No
FARMER_04776,Alex Duarte,50,Male,16,Widowed,5,482000,South West,Ondo,No,Yes,No
FARMER_04777,Gloria Cummings,62,Female,12,Widowed,6,0,North West,Kano,Yes,Yes,No
FARMER_04778,Tina Stafford,38,Female,6,Married,2,102000,South West,Lagos,Yes,Yes,Yes
FARMER_04779,Kathleen Bradford,66,Female,9,Married,5,285000,North West,Kaduna,No,No,No
FARMER_04780,Sarah Benson,46,Female,12,Married,3,0,North East,Bauchi,No,No,No
FARMER_04781,Mrs. Barbara Hall,28,Female,6,Married,5,0,North East,Taraba,Yes,No,No
FARMER_04782,Wendy Robinson,20,Female,0,Single,2,32000,South East,Abia,Yes,Yes,No
FARMER_04783,Amy Perry,20,Female,6,Single,3,0,North Central,Kwara,No,Yes,No
FARMER_04784,Thomas Torres,61,Male,9,Widowed,3,0,North Central,Benue,Yes,Yes,Yes
FARMER_04785,Mark Perry,38,Male,16,Married,5,0,North Central,Benue,No,Yes,Yes
FARMER_04786,Joseph Oliver,63,Male,14,Married,4,0,South East,Ebonyi,No,No,No
FARMER_04787,Corey Rubio MD,21,Male,6,Married,4,126000,North West,Kebbi,No,Yes,No
FARMER_04788,Kelly Clark,26,Female,9,Married,2,0,South West,Ogun,Yes,No,No
FARMER_04789,Robert Brown,33,Male,0,Married,2,0,North West,Sokoto,Yes,Yes,Yes
FARMER_04790,Brittany Shields,35,Female,6,Married,4,132000,South East,Abia,Yes,Yes,No
FARMER_04791,Jessica White,39,Female,6,Widowed,2,0,South West,Osun,No,Yes,Yes
FARMER_04792,Cameron Anderson,30,Male,0,Married,5,61000,South South,Cross River,Yes,No,No
FARMER_04793,Andre Davis,20,Male,12,Married,4,282000,South East,Abia,Yes,Yes,No
FARMER_04794,William Brown,22,Male,9,Single,3,153000,North West,Kebbi,No,Yes,Yes
FARMER_04795,Renee Williams,67,Female,9,Widowed,1,262000,North West,Kano,No,No,No
FARMER_04796,Angela Williams,68,Female,0,Married,4,0,South South,Bayelsa,Yes,Yes,Yes
FARMER_04797,Vanessa Johnson,33,Female,16,Married,2,0,South East,Imo,Yes,Yes,No
FARMER_04798,Teresa Mathis,20,Female,9,Married,4,0,South South,Delta,Yes,Yes,No
FARMER_04799,Ryan Woods,28,Male,6,Married,5,114000,North East,Gombe,Yes,No,No
FARMER_04800,Kara Cruz,50,Female,0,Divorced,6,67000,North East,Adamawa,Yes,No,No
FARMER_04801,Curtis Taylor,37,Male,0,Widowed,5,0,North East,Borno,Yes,No,No
FARMER_04802,Taylor Hayes,50,Female,6,Married,5,0,South South,Delta,No,Yes,No
FARMER_04803,Elizabeth Weaver,67,Female,3,Married,6,0,South South,Bayelsa,No,No,No
FARMER_04804,Diana Keith,28,Female,12,Married,2,0,North West,Katsina,No,No,No
FARMER_04805,Karen Gray,34,Female,14,Married,7,347000,South West,Lagos,Yes,No,No
FARMER_04806,Gerald Harris,49,Male,9,Married,3,0,South South,Cross River,Yes,No,No
FARMER_04807,Michelle Allen,19,Female,12,Single,2,133000,South East,Ebonyi,Yes,No,No
FARMER_04808,James Griffin,20,Male,12,Single,3,0,South East,Enugu,No,No,No
FARMER_04809,Nancy Yu,46,Female,0,Widowed,1,59000,North East,Adamawa,Yes,No,No
FARMER_04810,Cameron Lawson,20,Male,14,Married,3,0,North West,Sokoto,No,Yes,No
FARMER_04811,Richard Foster,19,Male,12,Single,2,263000,North West,Katsina,Yes,Yes,Yes
FARMER_04812,Kathryn Wallace,46,Female,0,Widowed,2,0,North West,Jigawa,Yes,No,No
FARMER_04813,Francisco Allen,56,Male,14,Widowed,1,0,South South,Rivers,Yes,Yes,Yes
FARMER_04814,Alexandra White,19,Female,12,Married,4,0,North West,Jigawa,No,No,No
FARMER_04815,Philip Warner,41,Male,16,Married,5,0,North West,Zamfara,No,No,No
FARMER_04816,Travis Bush,30,Male,12,Married,6,255000,South West,Oyo,Yes,Yes,Yes
FARMER_04817,Joseph Conrad,64,Male,0,Widowed,1,75000,North Central,Nasarawa,Yes,Yes,Yes
FARMER_04818,Kathleen Murray,70,Female,16,Married,4,0,South West,Ekiti,No,No,No
FARMER_04819,John Donovan,23,Male,12,Married,2,285000,South South,Bayelsa,Yes,No,No
FARMER_04820,Corey Carey,34,Male,9,Married,4,0,North West,Kebbi,No,No,No
FARMER_04821,Mary Stevens,62,Female,0,Married,3,66000,South West,Oyo,No,Yes,Yes
FARMER_04822,Vanessa Singh,34,Female,0,Married,5,52000,North West,Zamfara,Yes,Yes,Yes
FARMER_04823,James Foster,29,Male,12,Single,3,178000,North East,Bauchi,No,Yes,Yes
FARMER_04824,Ashley Sosa,20,Female,12,Married,4,0,South West,Ekiti,Yes,Yes,No
FARMER_04825,Ryan Gonzalez,31,Male,9,Married,4,269000,South West,Ondo,Yes,Yes,No
FARMER_04826,Catherine Blair,52,Female,9,Widowed,1,256000,North Central,FCT,Yes,Yes,Yes
FARMER_04827,Cory Perez,40,Male,12,Married,4,0,North Central,Plateau,Yes,Yes,Yes
FARMER_04828,Melanie Cooper,21,Female,9,Single,3,0,North West,Katsina,Yes,Yes,Yes
FARMER_04829,Andrew Juarez,40,Male,3,Married,9,0,North West,Kaduna,Yes,No,No
FARMER_04830,Carrie Glass,43,Female,9,Married,3,150000,North East,Gombe,Yes,Yes,Yes
FARMER_04831,Thomas Cabrera,35,Male,9,Married,7,0,North Central,Plateau,No,No,No
FARMER_04832,Andrew Schaefer,27,Male,0,Married,3,0,South West,Ekiti,Yes,No,No
FARMER_04833,Felicia Orr,47,Female,0,Divorced,5,38000,North Central,FCT,Yes,Yes,Yes
FARMER_04834,Stephanie Vaughn,41,Female,6,Married,10,150000,North Central,Kwara,Yes,Yes,Yes
FARMER_04835,Bethany Flynn,47,Female,12,Married,7,0,North West,Zamfara,No,Yes,Yes
FARMER_04836,Brandi Dunn DVM,63,Female,12,Married,7,149000,North East,Taraba,Yes,Yes,Yes
FARMER_04837,Rodney Heath,27,Male,14,Single,1,461000,North West,Kaduna,Yes,Yes,No
FARMER_04838,Christine Obrien,59,Female,6,Married,3,0,North West,Kebbi,No,Yes,Yes
FARMER_04839,Sharon Turner,59,Female,12,Widowed,5,0,South East,Anambra,No,Yes,Yes
FARMER_04840,Allison Marshall,33,Female,3,Married,2,0,South South,Delta,No,Yes,Yes
FARMER_04841,Renee Craig,62,Female,16,Married,2,503000,North Central,Kwara,Yes,No,No
FARMER_04842,Shawn Anderson,33,Male,14,Married,6,0,South East,Anambra,Yes,Yes,Yes
FARMER_04843,Albert Mack,41,Male,3,Married,2,0,South East,Ebonyi,Yes,No,No
FARMER_04844,Amanda Berger,42,Female,12,Married,7,0,South South,Rivers,Yes,No,No
FARMER_04845,Scott Kim,26,Male,0,Married,3,57000,South West,Osun,No,Yes,Yes
FARMER_04846,Sarah Fernandez,36,Female,9,Divorced,1,0,South South,Cross River,Yes,No,No
FARMER_04847,Isaac Nelson,35,Male,0,Married,5,0,South West,Ondo,Yes,Yes,Yes
FARMER_04848,Mark Davis,46,Male,12,Married,9,0,North West,Jigawa,Yes,No,No
FARMER_04849,Stephanie Moreno,50,Female,0,Married,4,0,South West,Ondo,Yes,No,No
FARMER_04850,Kenneth Graves,36,Male,6,Married,7,128000,South South,Bayelsa,No,No,No
FARMER_04851,William Norris,20,Male,6,Married,3,0,South South,Akwa Ibom,No,No,No
FARMER_04852,Chad Mcdowell,58,Male,9,Married,9,257000,North Central,Kogi,Yes,Yes,Yes
FARMER_04853,Kathy Griffin,31,Female,16,Married,6,0,North West,Sokoto,No,No,No
FARMER_04854,Corey Stewart,42,Male,0,Married,7,0,North West,Katsina,No,No,No
FARMER_04855,Tasha Perez,28,Female,9,Single,5,211000,South West,Ekiti,No,Yes,No
FARMER_04856,Monica Davis PhD,57,Female,12,Married,10,251000,South East,Anambra,Yes,No,No
FARMER_04857,Dr. Robert Bailey,30,Male,12,Widowed,6,0,North West,Zamfara,No,Yes,No
FARMER_04858,Kimberly Sanchez,59,Female,12,Married,4,175000,North West,Kaduna,No,No,No
FARMER_04859,Christopher Vasquez,43,Male,9,Married,4,0,North East,Borno,Yes,Yes,Yes
FARMER_04860,Heather Maxwell,39,Female,18,Married,5,292000,North Central,Niger,No,Yes,No
FARMER_04861,Paul Waller,43,Male,12,Married,6,0,South West,Ekiti,Yes,Yes,Yes
FARMER_04862,Pamela Smith,24,Female,12,Single,1,141000,North Central,Niger,No,Yes,Yes
FARMER_04863,Adriana Hughes,40,Female,12,Divorced,4,0,South East,Enugu,No,No,No
FARMER_04864,Rhonda Griffin,18,Female,9,Single,2,0,North Central,Kogi,No,Yes,Yes
FARMER_04865,Anthony Long,42,Male,0,Divorced,3,62000,North East,Gombe,Yes,Yes,No
FARMER_04866,Shelley Riley,19,Female,0,Married,2,0,North Central,Kwara,Yes,No,No
FARMER_04867,Andrew Murillo,32,Male,12,Married,3,126000,North Central,Kogi,Yes,Yes,No
FARMER_04868,Lindsey Wilkins,23,Female,6,Married,3,0,South West,Oyo,Yes,Yes,Yes
FARMER_04869,Daniel Smith,55,Male,3,Married,3,0,South East,Enugu,Yes,Yes,No
FARMER_04870,Hector Jones,51,Male,6,Married,6,0,South East,Abia,Yes,Yes,No
FARMER_04871,Nicholas Dickerson,61,Male,6,Married,4,78000,South West,Lagos,Yes,Yes,Yes
FARMER_04872,Rachel Berger,28,Female,6,Married,7,71000,North East,Adamawa,No,Yes,Yes
FARMER_04873,Dr. Jeffery Anderson,21,Male,14,Widowed,1,0,North West,Zamfara,Yes,Yes,Yes
FARMER_04874,Karen Morrison,47,Female,3,Widowed,2,64000,North East,Taraba,Yes,Yes,Yes
FARMER_04875,Mitchell Russo,69,Male,14,Widowed,5,0,South West,Ondo,No,Yes,Yes
FARMER_04876,Maria Hansen,41,Female,0,Married,6,0,South East,Abia,Yes,Yes,Yes
FARMER_04877,Carly Ruiz,31,Female,6,Widowed,3,0,South South,Bayelsa,No,No,No
FARMER_04878,James Jones,56,Male,3,Married,8,70000,North Central,Kogi,Yes,No,No
FARMER_04879,Phyllis Cook,28,Female,6,Single,5,0,South West,Oyo,Yes,No,No
FARMER_04880,Donna James,28,Female,0,Married,7,0,South West,Osun,No,Yes,Yes
FARMER_04881,Erica Gonzales,52,Female,12,Married,8,0,South East,Imo,No,Yes,Yes
FARMER_04882,Timothy Montgomery,39,Male,6,Married,3,80000,North West,Kaduna,No,No,No
FARMER_04883,Deborah Sanders,57,Female,0,Married,8,57000,North Central,Nasarawa,Yes,Yes,No
FARMER_04884,Jessica Perkins,55,Female,3,Married,2,145000,North West,Jigawa,Yes,Yes,Yes
FARMER_04885,Paul Davidson,34,Male,14,Married,6,0,North Central,Kogi,Yes,No,No
FARMER_04886,Jacob Walker,41,Male,16,Married,2,287000,South South,Akwa Ibom,Yes,Yes,No
FARMER_04887,Brianna Williams,68,Female,12,Married,4,225000,North East,Taraba,No,Yes,Yes
FARMER_04888,Dean Chan,51,Male,6,Married,10,139000,North West,Kano,Yes,No,No
FARMER_04889,Heather Hogan,23,Female,6,Married,4,67000,South East,Imo,Yes,No,No
FARMER_04890,Jordan Robinson,65,Male,6,Married,4,122000,South South,Cross River,Yes,Yes,Yes
FARMER_04891,Jennifer Smith,22,Female,6,Single,1,80000,North West,Kebbi,No,No,No
FARMER_04892,Cory Curtis,69,Male,16,Married,7,0,South West,Osun,No,Yes,Yes
FARMER_04893,Dean Hill DDS,48,Male,6,Married,4,127000,North Central,Plateau,No,Yes,No
FARMER_04894,Matthew Frederick,70,Male,12,Married,7,0,South East,Anambra,No,No,No
FARMER_04895,Rebecca Anderson,21,Female,9,Widowed,2,0,North West,Kaduna,Yes,Yes,Yes
FARMER_04896,Brian Tucker,58,Male,9,Married,8,159000,North Central,Kogi,No,No,No
FARMER_04897,Brian Johnson II,54,Male,0,Single,2,0,North Central,Niger,Yes,Yes,No
FARMER_04898,Thomas Maxwell,36,Male,16,Widowed,1,438000,South West,Osun,No,No,No
FARMER_04899,Sarah Hoffman,52,Female,0,Married,9,0,North Central,Niger,Yes,No,No
FARMER_04900,Brenda Glover,52,Female,16,Married,4,0,South South,Rivers,Yes,No,No
FARMER_04901,David Daniels,58,Male,16,Married,4,518000,South South,Bayelsa,Yes,No,No
FARMER_04902,Shelby Smith,64,Female,6,Married,10,0,North Central,FCT,No,Yes,Yes
FARMER_04903,Margaret Rogers,32,Female,12,Married,5,0,South East,Enugu,No,Yes,Yes
FARMER_04904,Miss Regina Chan MD,34,Female,12,Widowed,2,0,South South,Delta,No,Yes,Yes
FARMER_04905,Judy Hale,51,Female,12,Widowed,5,249000,North West,Katsina,Yes,Yes,Yes
FARMER_04906,Trevor Brewer,42,Male,9,Single,1,0,South South,Delta,No,No,No
FARMER_04907,Steven Lee,18,Male,0,Single,2,0,North Central,Kogi,Yes,Yes,Yes
FARMER_04908,Zoe Allison,39,Female,6,Married,2,133000,South East,Abia,No,Yes,Yes
FARMER_04909,William Ferguson,47,Male,3,Widowed,3,57000,North Central,FCT,No,No,No
FARMER_04910,Ernest Graham,30,Male,6,Widowed,4,94000,South West,Ogun,Yes,Yes,Yes
FARMER_04911,Jeffrey Newman,51,Male,16,Married,3,0,South South,Edo,Yes,Yes,Yes
FARMER_04912,Jessica Suarez,21,Female,9,Single,2,165000,North Central,Benue,Yes,No,No
FARMER_04913,Bruce Phillips,60,Male,0,Married,9,0,South South,Delta,Yes,Yes,No
FARMER_04914,Benjamin Jones,61,Male,12,Married,2,273000,North West,Sokoto,Yes,No,No
FARMER_04915,Andrea Hunter,40,Female,18,Married,9,0,North East,Borno,No,Yes,No
FARMER_04916,Mark Hull,66,Male,12,Married,6,0,South West,Ekiti,No,No,No
FARMER_04917,Wesley Stewart,54,Male,0,Married,2,0,North East,Gombe,No,Yes,No
FARMER_04918,Ronald Byrd,46,Male,14,Widowed,2,313000,South South,Bayelsa,Yes,Yes,Yes
FARMER_04919,Andrea Hayes,37,Female,16,Married,2,0,North East,Bauchi,Yes,No,No
FARMER_04920,Kerry Webster,49,Female,12,Widowed,4,244000,North West,Zamfara,Yes,No,No
FARMER_04921,Joseph Garcia,33,Male,6,Widowed,2,0,North West,Jigawa,No,Yes,Yes
FARMER_04922,Matthew Foster,39,Male,16,Widowed,4,0,South West,Ondo,No,No,No
FARMER_04923,Kellie Schneider,33,Female,12,Married,2,0,North West,Kano,Yes,Yes,Yes
FARMER_04924,Frank Ramirez,65,Male,6,Married,10,0,North East,Adamawa,Yes,No,No
FARMER_04925,Sarah Riggs,69,Female,18,Married,9,243000,South South,Akwa Ibom,No,Yes,Yes
FARMER_04926,Rodney Garza,43,Male,3,Widowed,5,102000,South East,Enugu,No,Yes,No
FARMER_04927,Mary Hunt,39,Female,9,Married,7,284000,South South,Edo,No,Yes,Yes
FARMER_04928,Daniel Gross,49,Male,3,Divorced,6,0,North East,Borno,Yes,Yes,Yes
FARMER_04929,Pedro Mcfarland,64,Male,9,Divorced,3,274000,North East,Yobe,Yes,Yes,No
FARMER_04930,Thomas Reynolds,35,Male,18,Married,3,220000,South West,Ogun,No,No,No
FARMER_04931,Michelle Gilbert,50,Female,12,Widowed,4,0,North East,Yobe,Yes,Yes,Yes
FARMER_04932,Taylor Dunn,64,Male,6,Married,6,71000,South South,Rivers,No,No,No
FARMER_04933,Kyle Murphy,68,Male,16,Married,2,490000,North East,Taraba,Yes,Yes,Yes
FARMER_04934,Mitchell Richardson,50,Male,0,Widowed,2,0,North Central,Niger,No,No,No
FARMER_04935,Richard Henderson,30,Male,16,Widowed,2,0,North Central,Niger,Yes,No,No
FARMER_04936,Derek Clayton,50,Male,12,Married,7,0,North West,Zamfara,No,No,No
FARMER_04937,Theresa Hatfield,51,Female,18,Married,5,0,South West,Osun,Yes,Yes,Yes
FARMER_04938,Diana Nelson,64,Female,14,Married,7,0,North Central,Nasarawa,Yes,Yes,Yes
FARMER_04939,Anna Perez,44,Female,12,Married,8,0,North West,Kano,Yes,Yes,No
FARMER_04940,Lisa Tate,19,Female,12,Single,1,176000,North Central,Nasarawa,No,Yes,Yes
FARMER_04941,Timothy Chang,40,Male,12,Divorced,2,0,South West,Ogun,Yes,No,No
FARMER_04942,Faith Davis,44,Female,6,Widowed,4,134000,North Central,Nasarawa,No,Yes,No
FARMER_04943,Antonio Fisher,19,Male,12,Single,2,131000,North West,Sokoto,No,No,No
FARMER_04944,Samantha Taylor,54,Female,3,Married,7,63000,North Central,Nasarawa,Yes,No,No
FARMER_04945,Darren Jones,59,Male,6,Married,2,0,South South,Akwa Ibom,No,Yes,No
FARMER_04946,Brian Gardner,38,Male,12,Married,3,0,North East,Borno,No,No,No
FARMER_04947,Ashley Henderson,39,Female,3,Married,3,0,North Central,Niger,Yes,Yes,Yes
FARMER_04948,Scott Vasquez,54,Male,6,Widowed,1,0,South South,Akwa Ibom,Yes,No,No
FARMER_04949,Darren Murillo,39,Male,16,Married,5,196000,North West,Kaduna,Yes,No,No
FARMER_04950,Mark Sullivan,57,Male,16,Married,6,243000,South South,Delta,No,Yes,Yes
FARMER_04951,Nicholas Spencer,64,Male,12,Married,8,246000,North West,Katsina,No,Yes,Yes
FARMER_04952,Maria Mclaughlin,69,Female,12,Married,6,0,North West,Zamfara,Yes,Yes,Yes
FARMER_04953,Yesenia Burns,67,Female,6,Married,7,55000,North East,Bauchi,Yes,Yes,Yes
FARMER_04954,Theresa Wood,49,Female,12,Widowed,6,0,North East,Yobe,No,Yes,No
FARMER_04955,Laura Sloan,41,Female,16,Married,2,0,North Central,Kogi,No,Yes,Yes
FARMER_04956,Emily Butler,23,Female,6,Married,2,136000,South South,Bayelsa,Yes,No,No
FARMER_04957,Tyler Christian,57,Male,3,Married,10,0,South East,Abia,Yes,No,No
FARMER_04958,David Estrada,23,Male,14,Single,3,0,South South,Cross River,No,No,No
FARMER_04959,George Wong,30,Male,0,Single,4,0,South South,Bayelsa,No,Yes,Yes
FARMER_04960,William Powell,35,Male,6,Married,6,0,North West,Katsina,Yes,No,No
FARMER_04961,William Fuller,61,Male,3,Married,10,92000,North East,Borno,Yes,Yes,Yes
FARMER_04962,Christina Daniels,48,Female,6,Married,7,0,North East,Taraba,No,Yes,Yes
FARMER_04963,Kara Walter,25,Female,3,Married,4,0,South South,Cross River,Yes,No,No
FARMER_04964,Noah Stephens,65,Male,0,Widowed,2,0,South South,Rivers,No,Yes,Yes
FARMER_04965,Teresa Klein,50,Female,12,Married,2,263000,North West,Jigawa,Yes,Yes,Yes
FARMER_04966,Mrs. Melissa Velasquez,26,Female,12,Single,5,0,North West,Kaduna,Yes,No,No
FARMER_04967,Cheryl Booker,28,Female,9,Single,2,0,South East,Anambra,Yes,Yes,Yes
FARMER_04968,David Price,62,Male,6,Widowed,6,0,South West,Lagos,No,No,No
FARMER_04969,Dalton Kirk,54,Male,9,Married,9,245000,South West,Oyo,No,No,No
FARMER_04970,Brittany Jackson,33,Female,6,Widowed,1,0,South West,Ekiti,No,Yes,Yes
FARMER_04971,Michael Ewing,36,Male,9,Married,2,186000,South East,Imo,No,Yes,Yes
FARMER_04972,Yvonne Moran,51,Female,9,Widowed,1,0,North West,Kano,No,No,No
FARMER_04973,Anna Simmons,30,Female,12,Widowed,4,0,North West,Sokoto,Yes,No,No
FARMER_04974,Ross Anderson,32,Male,12,Married,5,267000,South East,Imo,Yes,Yes,Yes
FARMER_04975,Kathy Orr,18,Female,9,Single,1,210000,North West,Kano,Yes,Yes,No
FARMER_04976,Jack Lin,31,Male,9,Married,2,0,North West,Kaduna,No,No,No
FARMER_04977,Robert Anderson,68,Male,9,Married,9,0,South South,Rivers,Yes,Yes,Yes
FARMER_04978,Hannah Smith,27,Female,16,Married,3,0,South South,Akwa Ibom,Yes,Yes,Yes
FARMER_04979,Kristen Carter,18,Female,0,Single,1,66000,North East,Taraba,Yes,Yes,Yes
FARMER_04980,Lisa Clark,24,Female,16,Married,3,0,North West,Kebbi,Yes,Yes,No
FARMER_04981,Mr. William Campbell,64,Male,6,Widowed,5,103000,South South,Delta,Yes,No,No
FARMER_04982,Charles Henderson,29,Male,14,Single,5,0,North West,Kebbi,No,No,No
FARMER_04983,Charles Jackson,45,Male,14,Married,4,400000,North East,Adamawa,No,No,No
FARMER_04984,William Wilson,48,Male,6,Divorced,6,0,South West,Lagos,Yes,No,No
FARMER_04985,Sara Nelson,61,Female,12,Divorced,2,0,North Central,Nasarawa,No,No,No
FARMER_04986,Christopher Jones,34,Male,3,Married,6,148000,North East,Borno,Yes,Yes,Yes
FARMER_04987,Scott Scott,58,Male,6,Married,5,122000,North West,Kano,Yes,Yes,Yes
FARMER_04988,Todd Baker,24,Male,12,Widowed,5,0,North West,Sokoto,Yes,No,No
FARMER_04989,Robert Lozano,24,Male,6,Married,2,0,North Central,Kogi,No,Yes,No
FARMER_04990,Laurie Carpenter,67,Female,14,Married,2,0,North Central,Plateau,Yes,No,No
FARMER_04991,Steven Turner,26,Male,18,Married,4,391000,North West,Kaduna,Yes,Yes,Yes
FARMER_04992,Daniel West,58,Male,16,Married,10,0,South West,Lagos,Yes,No,No
FARMER_04993,John Jones,20,Male,12,Single,3,0,North Central,Plateau,Yes,Yes,Yes
FARMER_04994,Joshua Oconnor,41,Male,6,Married,4,118000,South East,Ebonyi,Yes,No,No
FARMER_04995,Patrick Thomas,27,Male,14,Single,3,208000,South East,Enugu,No,No,No
FARMER_04996,Sharon Wong,50,Female,14,Widowed,6,442000,North West,Kaduna,Yes,No,No
FARMER_04997,Tina Swanson,25,Female,6,Single,5,102000,North Central,FCT,No,Yes,Yes
FARMER_04998,John Daniels,68,Male,6,Widowed,3,0,South West,Lagos,No,No,No
FARMER_04999,Joann Boyd,68,Female,3,Married,4,0,North East,Bauchi,No,Yes,No
FARMER_05000,Karina Ross,18,Female,12,Single,3,0,North West,Jigawa,Yes,Yes,No
FARMER_05001,Gregory Schaefer,44,Male,9,Married,2,160000,North West,Sokoto,Yes,Yes,Yes
FARMER_05002,Corey Sullivan,56,Male,9,Single,5,0,North Central,Plateau,Yes,No,No
FARMER_05003,Jeffrey Le,20,Male,6,Married,2,0,South West,Oyo,Yes,No,No
FARMER_05004,Corey Mclean,59,Male,18,Married,10,211000,North Central,Niger,No,Yes,Yes
FARMER_05005,Spencer Rocha,25,Male,3,Single,2,0,North East,Taraba,No,Yes,No
FARMER_05006,Karina Collins,47,Female,12,Married,3,0,South East,Ebonyi,Yes,No,No
FARMER_05007,Veronica Singleton,35,Female,0,Married,5,0,South South,Delta,No,Yes,Yes
FARMER_05008,Thomas Barajas,25,Male,18,Single,4,0,South East,Imo,Yes,No,No
FARMER_05009,Jacob Price,28,Male,12,Married,5,0,South South,Rivers,No,Yes,No
FARMER_05010,Jeffrey Williams,65,Male,14,Married,9,0,South West,Ondo,Yes,No,No
FARMER_05011,Lindsay Spencer,29,Female,0,Single,1,0,South South,Edo,Yes,Yes,No
FARMER_05012,Valerie Brown,43,Female,12,Widowed,4,0,South West,Ekiti,Yes,Yes,Yes
FARMER_05013,Stephanie Wyatt,40,Female,12,Divorced,2,118000,North Central,Nasarawa,Yes,No,No
FARMER_05014,Tonya Lloyd,59,Female,6,Married,2,0,North Central,Benue,Yes,Yes,Yes
FARMER_05015,Aaron Li,28,Male,9,Single,5,0,South South,Delta,No,Yes,Yes
FARMER_05016,Caitlyn Melton,38,Female,0,Married,2,0,North Central,Kwara,Yes,Yes,No
FARMER_05017,Natasha Woodard,23,Female,16,Married,3,276000,North Central,FCT,No,No,No
FARMER_05018,Angela Campbell,22,Female,0,Married,4,52000,South West,Lagos,Yes,Yes,Yes
FARMER_05019,Abigail Finley,62,Female,16,Married,7,0,South East,Anambra,Yes,Yes,Yes
FARMER_05020,John Gonzalez,41,Male,0,Married,2,68000,South West,Ondo,No,No,No
FARMER_05021,Katrina Beck DDS,22,Female,14,Married,2,0,North West,Zamfara,Yes,No,No
FARMER_05022,Timothy Thomas,53,Male,18,Married,6,0,North West,Kaduna,No,Yes,Yes
FARMER_05023,Raymond Wallace,47,Male,12,Married,10,291000,South South,Rivers,Yes,No,No
FARMER_05024,Christopher Clark,24,Male,14,Married,4,0,South South,Akwa Ibom,No,Yes,Yes
FARMER_05025,Daniel Morales,59,Male,0,Widowed,2,27000,North Central,Nasarawa,Yes,No,No
FARMER_05026,Carlos Rowe MD,25,Male,14,Married,7,0,North West,Kaduna,No,Yes,Yes
